Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	53/1922	7.733652e-05	9.829472e-02	0	0	1.870329e+00	1.770705e+01	ZNF331;ZNF492;FOXE1;HNF4G;MEOX2;SALL1;ZIC2;ZNF727;ZNF83;ZIC1;SOX9;ZNF446;ZNF443;ZNF564;ZNF563;ZNF441;ZSCAN5A;RFX2;ZNF98;PAX6;ZNF57;ETV4;MED29;RFX4;WAC;LANCL2;HOXB3;ZNF679;ZNF676;MZF1;ZNF671;DBX2;EGFR;HSF1;SOHLH2;TBL1Y;HES1;BRD8;ZNF345;ZNF541;IRX2;AFAP1L2;IRX4;NR0B1;ZIC4;ZIC5;AGT;NFIA;TLX3;BAMBI;ID4;TAF5;SSBP2
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	52/2028	5.361786e-04	3.193830e-01	0	0	1.718877e+00	1.294494e+01	FOXE1;HNF4G;OTP;NR2E1;MEOX2;SALL1;ZIC2;ZNF83;ZNF529;ZIC1;SOX9;ZNF446;ZNF443;ZNF564;ZNF563;ZNF441;ZSCAN5A;RFX2;PAX6;ZNF57;ETV4;MED29;RFX4;HOXB3;ZNF558;MZF1;ZNF671;DBX2;AEBP1;CXXC5;ZNF69;EGFR;HSF1;SOHLH2;TBL1Y;HES1;BRD8;ZNF345;ZNF541;IRX2;IRX4;ZNF180;FOXJ1;NR0B1;ZIC4;ZIC5;NFIA;TLX3;ID4;TAF5;SSBP2;ZNF136
GO_Biological_Process_2023	cAMP-mediated Signaling (GO:0019933)	4/26	7.538545e-04	3.193830e-01	0	0	1.120262e+01	8.055034e+01	GLP1R;EPHA5;SOX9;PDE7B
GO_Biological_Process_2023	Ketone Body Biosynthetic Process (GO:0046951)	2/5	2.517756e-03	5.965264e-01	0	0	4.085981e+01	2.445209e+02	ACSS3;SLC27A5
GO_Biological_Process_2023	Pituitary Gland Development (GO:0021983)	2/6	3.736387e-03	5.965264e-01	0	0	3.064330e+01	1.712849e+02	SALL1;NR0B1
GO_Biological_Process_2023	Ketone Body Metabolic Process (GO:1902224)	2/6	3.736387e-03	5.965264e-01	0	0	3.064330e+01	1.712849e+02	ACSS3;SLC27A5
GO_Biological_Process_2023	Long-Chain Fatty Acid Catabolic Process (GO:0042758)	2/6	3.736387e-03	5.965264e-01	0	0	3.064330e+01	1.712849e+02	GLYATL2;ACADL
GO_Biological_Process_2023	Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	4/40	3.860259e-03	5.965264e-01	0	0	6.841170e+00	3.801653e+01	GLP1R;EPHA5;SOX9;PDE7B
GO_Biological_Process_2023	Visual System Development (GO:0150063)	4/41	4.224026e-03	5.965264e-01	0	0	6.655935e+00	3.638777e+01	MAB21L1;MAB21L2;PAX6;ZDHHC16
GO_Biological_Process_2023	Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	5/71	5.811936e-03	6.296171e-01	0	0	4.671955e+00	2.405049e+01	BAMBI;VWC2;SPRY2;SHISA2;AGT
GO_Biological_Process_2023	Endocrine System Development (GO:0035270)	3/23	5.816474e-03	6.296171e-01	0	0	9.214219e+00	4.742615e+01	SALL1;FOXE1;NR0B1
GO_Biological_Process_2023	Gland Development (GO:0048732)	5/74	6.915721e-03	6.296171e-01	0	0	4.468143e+00	2.222436e+01	SALL1;FOXE1;HES1;NR0B1;SOX9
GO_Biological_Process_2023	Neuron Differentiation (GO:0030182)	8/173	7.213435e-03	6.296171e-01	0	0	3.003290e+00	1.481166e+01	EPHA5;IRX2;SALL1;IRX4;BCCIP;OTP;PAX6;VAX1
GO_Biological_Process_2023	Unsaturated Fatty Acid Metabolic Process (GO:0033559)	4/49	7.992173e-03	6.296171e-01	0	0	5.470428e+00	2.641830e+01	SCD;ELOVL2;PLA2G4C;ABHD6
GO_Biological_Process_2023	Long-Chain Fatty Acid Metabolic Process (GO:0001676)	5/78	8.604722e-03	6.296171e-01	0	0	4.222452e+00	2.007963e+01	GLYATL2;ACADL;ELOVL2;PLA2G4C;ABHD6
GO_Biological_Process_2023	Adrenal Gland Development (GO:0030325)	2/9	8.684414e-03	6.296171e-01	0	0	1.750779e+01	8.309591e+01	SALL1;NR0B1
GO_Biological_Process_2023	Negative Regulation Of Cellular Component Organization (GO:0051129)	5/79	9.067784e-03	6.296171e-01	0	0	4.165179e+00	1.958895e+01	TMEFF2;MTMR2;APOM;HSF1;SPRY2
GO_Biological_Process_2023	Gonad Development (GO:0008406)	4/53	1.050597e-02	6.296171e-01	0	0	5.022839e+00	2.288311e+01	ADAM29;SALL1;NR0B1;SOX9
GO_Biological_Process_2023	Nervous System Development (GO:0007399)	14/433	1.115886e-02	6.296171e-01	0	0	2.082412e+00	9.361528e+00	SEMA6B;LGI1;NTN5;PAX6;ZIC4;NR2E1;ZIC5;VAX1;EGFR;ZIC2;ZIC1;MAB21L2;SLITRK6;HES1
GO_Biological_Process_2023	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	21/763	1.267682e-02	6.296171e-01	0	0	1.774491e+00	7.750940e+00	IRX2;FOXE1;ZNF180;FOXJ1;NR0B1;PAX6;OTP;AEBP1;NR2E1;CXXC5;ZNF69;SALL1;ZNF529;HSF1;ID4;ZNF558;HES1;SOX9;MZF1;ZNF136;ZNF345
GO_Biological_Process_2023	Aspartate Family Amino Acid Catabolic Process (GO:0009068)	2/11	1.298823e-02	6.296171e-01	0	0	1.361578e+01	5.914304e+01	PIPOX;SLC25A21
GO_Biological_Process_2023	Eye Development (GO:0001654)	4/58	1.430044e-02	6.296171e-01	0	0	4.556600e+00	1.935400e+01	MAB21L1;MAB21L2;PAX6;ZDHHC16
GO_Biological_Process_2023	Sensory Perception Of Mechanical Stimulus (GO:0050954)	5/89	1.467410e-02	6.296171e-01	0	0	3.667453e+00	1.548278e+01	MARVELD2;EPS8L2;OTOS;ALDH7A1;PDZD7
GO_Biological_Process_2023	Sensory Perception Of Sound (GO:0007605)	5/92	1.672572e-02	6.296171e-01	0	0	3.540447e+00	1.448329e+01	MARVELD2;EPS8L2;OTOS;ALDH7A1;PDZD7
GO_Biological_Process_2023	Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037)	2/13	1.803250e-02	6.296171e-01	0	0	1.113905e+01	4.472976e+01	SPRY2;SHISA2
GO_Biological_Process_2023	Thymus Development (GO:0048538)	2/13	1.803250e-02	6.296171e-01	0	0	1.113905e+01	4.472976e+01	FOXE1;HES1
GO_Biological_Process_2023	Positive Regulation Of Exosomal Secretion (GO:1903543)	2/14	2.081609e-02	6.296171e-01	0	0	1.021028e+01	3.953450e+01	CHMP2A;STAM
GO_Biological_Process_2023	Gas Transport (GO:0015669)	2/15	2.376566e-02	6.296171e-01	0	0	9.424395e+00	3.524265e+01	AQP5;GTPBP4
GO_Biological_Process_2023	Sensory Organ Development (GO:0007423)	4/70	2.662403e-02	6.296171e-01	0	0	3.725848e+00	1.350970e+01	MAB21L1;MAB21L2;PAX6;ZDHHC16
GO_Biological_Process_2023	Regulation Of Fatty Acid Oxidation (GO:0046320)	2/16	2.687515e-02	6.296171e-01	0	0	8.750779e+00	3.164766e+01	ACADL;SOX9
GO_Biological_Process_2023	Carboxylic Acid Biosynthetic Process (GO:0046394)	2/17	3.013867e-02	6.296171e-01	0	0	8.166978e+00	2.860032e+01	RGN;CDO1
GO_Biological_Process_2023	Regulation Of Exosomal Secretion (GO:1903541)	2/18	3.355046e-02	6.296171e-01	0	0	7.656153e+00	2.599038e+01	CHMP2A;STAM
GO_Biological_Process_2023	Glycerolipid Catabolic Process (GO:0046503)	2/18	3.355046e-02	6.296171e-01	0	0	7.656153e+00	2.599038e+01	PLA2G4C;ABHD6
GO_Biological_Process_2023	Ureteric Bud Development (GO:0001657)	2/18	3.355046e-02	6.296171e-01	0	0	7.656153e+00	2.599038e+01	SALL1;FOXJ1
GO_Biological_Process_2023	Embryonic Organ Morphogenesis (GO:0048562)	3/44	3.396399e-02	6.296171e-01	0	0	4.489939e+00	1.518701e+01	FOXE1;HOXB3;HES1
GO_Biological_Process_2023	Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	3/45	3.596788e-02	6.296171e-01	0	0	4.382812e+00	1.457342e+01	REPS2;SOX9;EGFR
GO_Biological_Process_2023	Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	2/19	3.710491e-02	6.296171e-01	0	0	7.205424e+00	2.373471e+01	SPRY2;SHISA2
GO_Biological_Process_2023	Cardiac Ventricle Development (GO:0003231)	2/19	3.710491e-02	6.296171e-01	0	0	7.205424e+00	2.373471e+01	SALL1;HES1
GO_Biological_Process_2023	Response To Fatty Acid (GO:0070542)	2/19	3.710491e-02	6.296171e-01	0	0	7.205424e+00	2.373471e+01	SCD;SOX9
GO_Biological_Process_2023	Fluid Transport (GO:0042044)	2/19	3.710491e-02	6.296171e-01	0	0	7.205424e+00	2.373471e+01	AQP4;AQP5
GO_Biological_Process_2023	Water Transport (GO:0006833)	2/19	3.710491e-02	6.296171e-01	0	0	7.205424e+00	2.373471e+01	AQP4;AQP5
GO_Biological_Process_2023	Organelle Assembly (GO:0070925)	10/322	3.711072e-02	6.296171e-01	0	0	1.982981e+00	6.531641e+00	BBS2;EHD1;MAP1LC3C;TMEM216;RFX2;TEKT2;CHMP2A;FOXJ1;HPS6;STAM
GO_Biological_Process_2023	Development Of Primary Male Sexual Characteristics (GO:0046546)	3/46	3.803134e-02	6.296171e-01	0	0	4.280669e+00	1.399498e+01	ADAM29;NR0B1;SOX9
GO_Biological_Process_2023	Male Gonad Development (GO:0008584)	3/46	3.803134e-02	6.296171e-01	0	0	4.280669e+00	1.399498e+01	ADAM29;NR0B1;SOX9
GO_Biological_Process_2023	Negative Regulation Of Reproductive Process (GO:2000242)	2/20	4.079655e-02	6.296171e-01	0	0	6.804777e+00	2.176955e+01	GJA1;ASTL
GO_Biological_Process_2023	Cilium-Dependent Cell Motility (GO:0060285)	2/20	4.079655e-02	6.296171e-01	0	0	6.804777e+00	2.176955e+01	EFHC1;TEKT2
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)	2/20	4.079655e-02	6.296171e-01	0	0	6.804777e+00	2.176955e+01	FOXJ1;SOX9
GO_Biological_Process_2023	Positive Regulation Of Protein Processing (GO:0010954)	2/20	4.079655e-02	6.296171e-01	0	0	6.804777e+00	2.176955e+01	ASTL;KLKB1
GO_Biological_Process_2023	Central Nervous System Development (GO:0007417)	9/283	4.107841e-02	6.296171e-01	0	0	2.029697e+00	6.479346e+00	SEMA6B;ZIC2;ZIC1;FOXJ1;PAX6;ZIC4;SOX9;ZIC5;VAX1
GO_Biological_Process_2023	Negative Regulation Of DNA-templated Transcription (GO:0045892)	24/1025	4.425769e-02	6.296171e-01	0	0	1.497579e+00	4.669042e+00	IRX2;FOXE1;ZNF180;FOXJ1;NR0B1;PAX6;OTP;AEBP1;NR2E1;CXXC5;ZNF69;SALL1;ZIC2;ZNF529;HSF1;ID4;LANCL2;ZNF558;HES1;SOX9;MZF1;ZNF136;ZNF345;ZNF541
GO_Biological_Process_2023	Response To Cadmium Ion (GO:0046686)	2/21	4.462006e-02	6.296171e-01	0	0	6.446303e+00	2.004524e+01	HSF1;EGFR
GO_Biological_Process_2023	Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)	2/22	4.857024e-02	6.296171e-01	0	0	6.123676e+00	1.852255e+01	EYA2;EYA4
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099)	2/22	4.857024e-02	6.296171e-01	0	0	6.123676e+00	1.852255e+01	EYA2;EYA4
GO_Biological_Process_2023	Cellular Response To Cadmium Ion (GO:0071276)	2/22	4.857024e-02	6.296171e-01	0	0	6.123676e+00	1.852255e+01	HSF1;EGFR
GO_Biological_Process_2023	Negative Regulation Of Neuron Differentiation (GO:0045665)	2/23	5.264204e-02	6.296171e-01	0	0	5.831776e+00	1.717015e+01	HES1;SOX9
GO_Biological_Process_2023	Cholesterol Efflux (GO:0033344)	2/23	5.264204e-02	6.296171e-01	0	0	5.831776e+00	1.717015e+01	APOM;SOAT2
GO_Biological_Process_2023	Response To BMP (GO:0071772)	2/23	5.264204e-02	6.296171e-01	0	0	5.831776e+00	1.717015e+01	SOX9;ADAMTS12
GO_Biological_Process_2023	Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	2/23	5.264204e-02	6.296171e-01	0	0	5.831776e+00	1.717015e+01	GJA1;SOX9
GO_Biological_Process_2023	ERBB Signaling Pathway (GO:0038127)	3/54	5.663132e-02	6.296171e-01	0	0	3.607721e+00	1.035846e+01	REPS2;SOX9;EGFR
GO_Biological_Process_2023	Regulation Of Ruffle Assembly (GO:1900027)	2/24	5.683051e-02	6.296171e-01	0	0	5.566412e+00	1.596270e+01	SH3YL1;EPS8L2
GO_Biological_Process_2023	Regulation Of DNA Repair (GO:0006282)	5/129	5.835699e-02	6.296171e-01	0	0	2.479332e+00	7.044218e+00	EYA2;EYA4;BRD8;TAF5;EGFR
GO_Biological_Process_2023	Regulation Of Chondrocyte Differentiation (GO:0032330)	2/25	6.113086e-02	6.296171e-01	0	0	5.324123e+00	1.487953e+01	SOX9;ADAMTS12
GO_Biological_Process_2023	Negative Regulation Of Lipid Biosynthetic Process (GO:0051055)	2/25	6.113086e-02	6.296171e-01	0	0	5.324123e+00	1.487953e+01	ACADL;NR0B1
GO_Biological_Process_2023	Inner Ear Morphogenesis (GO:0042472)	2/25	6.113086e-02	6.296171e-01	0	0	5.324123e+00	1.487953e+01	ZIC1;SOX9
GO_Biological_Process_2023	Dendritic Spine Organization (GO:0097061)	2/26	6.553841e-02	6.296171e-01	0	0	5.102025e+00	1.390362e+01	DOCK10;MTMR2
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	2/27	7.004859e-02	6.296171e-01	0	0	4.897695e+00	1.302085e+01	EYA2;EYA4
GO_Biological_Process_2023	Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	2/27	7.004859e-02	6.296171e-01	0	0	4.897695e+00	1.302085e+01	SOX9;EGFR
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cell Cycle (GO:0045931)	2/27	7.004859e-02	6.296171e-01	0	0	4.897695e+00	1.302085e+01	HSF1;HES1
GO_Biological_Process_2023	Golgi To Plasma Membrane Protein Transport (GO:0043001)	2/28	7.465696e-02	6.296171e-01	0	0	4.709082e+00	1.221937e+01	BBS2;RAB34
GO_Biological_Process_2023	Fatty Acid Derivative Biosynthetic Process (GO:1901570)	2/28	7.465696e-02	6.296171e-01	0	0	4.709082e+00	1.221937e+01	ACSS3;SLC27A5
GO_Biological_Process_2023	Fatty Acid Catabolic Process (GO:0009062)	3/61	7.579995e-02	6.296171e-01	0	0	3.171175e+00	8.180545e+00	GLYATL2;ACADL;ECHDC2
GO_Biological_Process_2023	Negative Regulation Of Excitatory Postsynaptic Potential (GO:0090394)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	MTMR2
GO_Biological_Process_2023	Negative Regulation Of Glial Cell Proliferation (GO:0060253)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	HES1
GO_Biological_Process_2023	ERBB2-EGFR Signaling Pathway (GO:0038134)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	EGFR
GO_Biological_Process_2023	Negative Regulation Of Lens Fiber Cell Differentiation (GO:1902747)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SPRY2
GO_Biological_Process_2023	Regulation Of Extracellular Exosome Assembly (GO:1903551)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	STAM
GO_Biological_Process_2023	L-ascorbic Acid Metabolic Process (GO:0019852)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	RGN
GO_Biological_Process_2023	Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	ANGPT1
GO_Biological_Process_2023	Regulation Of mRNA Binding (GO:1902415)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	LARP6
GO_Biological_Process_2023	Negative Regulation Of Trophoblast Cell Migration (GO:1901164)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	GJA1
GO_Biological_Process_2023	Regulation Of Nitric Oxide Mediated Signal Transduction (GO:0010749)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	EGFR
GO_Biological_Process_2023	Regulation Of pro-B Cell Differentiation (GO:2000973)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	HES1
GO_Biological_Process_2023	Choline Metabolic Process (GO:0019695)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SLC44A1
GO_Biological_Process_2023	Chondrocyte Development (GO:0002063)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SOX9
GO_Biological_Process_2023	Response To Heparin (GO:0071503)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SOX9
GO_Biological_Process_2023	Positive Regulation Of Cholesterol Storage (GO:0010886)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	EHD1
GO_Biological_Process_2023	Positive Regulation Of Fever Generation (GO:0031622)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	PTGER3
GO_Biological_Process_2023	Positive Regulation Of Gap Junction Assembly (GO:1903598)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	AGT
GO_Biological_Process_2023	Positive Regulation Of Gonad Development (GO:1905941)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SOX9
GO_Biological_Process_2023	Epithelial Tube Formation (GO:0072175)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SOX9
GO_Biological_Process_2023	Positive Regulation Of Male Gonad Development (GO:2000020)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SOX9
GO_Biological_Process_2023	Thiamine Transmembrane Transport (GO:0071934)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SLC19A3
GO_Biological_Process_2023	Thiamine-Containing Compound Metabolic Process (GO:0042723)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SLC19A3
GO_Biological_Process_2023	Inner Ear Auditory Receptor Cell Differentiation (GO:0042491)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	PDZD7
GO_Biological_Process_2023	Intracellular Water Homeostasis (GO:0009992)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	AQP4
GO_Biological_Process_2023	Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis (GO:0003337)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SALL1
GO_Biological_Process_2023	Mitochondrial RNA 3'-End Processing (GO:0000965)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	SUPV3L1
GO_Biological_Process_2023	Pteridine-Containing Compound Metabolic Process (GO:0042558)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	PRKG2
GO_Biological_Process_2023	Radial Glial Cell Differentiation (GO:0060019)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	HES1
GO_Biological_Process_2023	Negative Regulation Of T Cell Differentiation In Thymus (GO:0033085)	1/5	7.819084e-02	6.296171e-01	0	0	1.527407e+01	3.892753e+01	FOXJ1
GO_Biological_Process_2023	RNA Biosynthetic Process (GO:0032774)	2/29	7.935921e-02	6.296171e-01	0	0	4.534441e+00	1.148923e+01	FOXE1;TAF5
GO_Biological_Process_2023	Positive Regulation Of B Cell Proliferation (GO:0030890)	2/29	7.935921e-02	6.296171e-01	0	0	4.534441e+00	1.148923e+01	VAV3;TFRC
GO_Biological_Process_2023	Multivesicular Body Assembly (GO:0036258)	2/29	7.935921e-02	6.296171e-01	0	0	4.534441e+00	1.148923e+01	CHMP2A;STAM
GO_Biological_Process_2023	Visual Perception (GO:0007601)	4/101	8.108781e-02	6.296171e-01	0	0	2.531106e+00	6.358701e+00	BBS2;ZIC2;EYA4;PAX6
GO_Biological_Process_2023	Sensory Perception Of Light Stimulus (GO:0050953)	4/102	8.338075e-02	6.296171e-01	0	0	2.505150e+00	6.223639e+00	BBS2;ZIC2;EYA4;PAX6
GO_Biological_Process_2023	Response To Epidermal Growth Factor (GO:0070849)	2/30	8.415111e-02	6.296171e-01	0	0	4.372274e+00	1.082200e+01	SOX9;EGFR
GO_Biological_Process_2023	Protein Palmitoylation (GO:0018345)	2/30	8.415111e-02	6.296171e-01	0	0	4.372274e+00	1.082200e+01	ZDHHC9;ZDHHC16
GO_Biological_Process_2023	Multivesicular Body Organization (GO:0036257)	2/30	8.415111e-02	6.296171e-01	0	0	4.372274e+00	1.082200e+01	CHMP2A;STAM
GO_Biological_Process_2023	Protein-Containing Complex Assembly (GO:0065003)	9/328	8.581722e-02	6.296171e-01	0	0	1.739333e+00	4.270993e+00	CDC123;TTC12;ANGPT1;HSF1;CHMP2A;REPS2;HES1;SOX9;FMOD
GO_Biological_Process_2023	Macroautophagy (GO:0016236)	4/104	8.806120e-02	6.296171e-01	0	0	2.454796e+00	5.964475e+00	MAP1LC3C;VTI1A;CHMP2A;STAM
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	5/146	8.829266e-02	6.296171e-01	0	0	2.178509e+00	5.287456e+00	GJA1;ACADL;SCD;PWWP2B;HSF1
GO_Biological_Process_2023	Organic Cation Transport (GO:0015695)	2/31	8.902857e-02	6.296171e-01	0	0	4.221291e+00	1.021045e+01	SLC44A1;SLC19A3
GO_Biological_Process_2023	Positive Regulation Of Cell Growth (GO:0030307)	4/106	9.286597e-02	6.296171e-01	0	0	2.406417e+00	5.719086e+00	SUPV3L1;LGI1;ZFYVE27;EGFR
GO_Biological_Process_2023	Negative Regulation Of Digestive System Process (GO:0060457)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	PTGER3
GO_Biological_Process_2023	Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	HSF1
GO_Biological_Process_2023	Regulation Of Centriole Elongation (GO:1903722)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	CHMP2A
GO_Biological_Process_2023	L-methionine Salvage (GO:0071267)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	MRI1
GO_Biological_Process_2023	Negative Regulation Of Oligodendrocyte Differentiation (GO:0048715)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	HES1
GO_Biological_Process_2023	Regulation Of Lens Fiber Cell Differentiation (GO:1902746)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	SPRY2
GO_Biological_Process_2023	Aggrephagy (GO:0035973)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	MAP1LC3C
GO_Biological_Process_2023	Negative Regulation Of Steroid Metabolic Process (GO:0045939)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	NR0B1
GO_Biological_Process_2023	Regulation Of Male Gonad Development (GO:2000018)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	SOX9
GO_Biological_Process_2023	Auditory Receptor Cell Morphogenesis (GO:0002093)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	PDZD7
GO_Biological_Process_2023	Auditory Receptor Cell Stereocilium Organization (GO:0060088)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	PDZD7
GO_Biological_Process_2023	Neurotrophin TRK Receptor Signaling Pathway (GO:0048011)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	ZFYVE27
GO_Biological_Process_2023	Regulation Of Nuclease Activity (GO:0032069)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	NEIL1
GO_Biological_Process_2023	Nucleoside Diphosphate Catabolic Process (GO:0009134)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	ENTPD2
GO_Biological_Process_2023	Pharyngeal Arch Artery Morphogenesis (GO:0061626)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	HES1
GO_Biological_Process_2023	Regulation Of Skeletal Muscle Satellite Cell Proliferation (GO:0014842)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	ANGPT1
GO_Biological_Process_2023	Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	AGT
GO_Biological_Process_2023	Positive Regulation Of RNA Binding (GO:1905216)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	LARP6
GO_Biological_Process_2023	Choline Transport (GO:0015871)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	SLC44A1
GO_Biological_Process_2023	Retinal Rod Cell Differentiation (GO:0060221)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	SOX9
GO_Biological_Process_2023	Positive Regulation Of Cilium Movement (GO:0003353)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	TACR1
GO_Biological_Process_2023	Positive Regulation Of Cilium-Dependent Cell Motility (GO:2000155)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	TACR1
GO_Biological_Process_2023	Positive Regulation Of Flagellated Sperm Motility (GO:1902093)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	TACR1
GO_Biological_Process_2023	Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	SALL1
GO_Biological_Process_2023	Spinal Cord Dorsal/Ventral Patterning (GO:0021513)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	RFX4
GO_Biological_Process_2023	Positive Regulation Of Kidney Development (GO:0090184)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	SOX9
GO_Biological_Process_2023	Fatty Acid Elongation, Monounsaturated Fatty Acid (GO:0034625)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	ELOVL2
GO_Biological_Process_2023	Fatty Acid Elongation, Polyunsaturated Fatty Acid (GO:0034626)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	ELOVL2
GO_Biological_Process_2023	Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	ELOVL2
GO_Biological_Process_2023	Fatty Acid Elongation, Unsaturated Fatty Acid (GO:0019368)	1/6	9.308175e-02	6.296171e-01	0	0	1.221863e+01	2.901042e+01	ELOVL2
