Gene,Log2FoldChange,PValue
ATP13A4,0.7918829861111121,0.0009351697138772467
DCAF8,0.1727217361111144,0.0009356404877061025
CPNE8,0.9142604166666661,0.0009420803185753902
ZNF497,0.4630754166666673,0.0009469902080620307
CCDC30,0.39094624999999894,0.0009480939363824551
FGF5,-0.7676045833333337,0.0009582062738970163
ZNF780B,0.3361308333333328,0.00096343512195822
CCDC163P,0.601415972222223,0.0009731484749114249
HEPN1,0.5757319444444438,0.0009880949690599988
SLC7A9,0.7221152083333338,0.000988122704872903
PAX9,-0.7737004166666668,0.0009884865128684122
CYP4V2,0.35144868055555634,0.0009897672286615382
LRRC48,0.7265531944444446,0.0010096926097141836
ARAP3,0.5497209027777767,0.0010197274483773387
LDB1,-0.3018726388888897,0.00102212695904658
BRAF,-0.32527979166666654,0.0010247708211422654
ITGB8,0.5043652083333328,0.0010379230565330255
PHKG1,0.9214529861111114,0.0010390655240555165
C4orf47,0.6248179861111103,0.0010449823391521001
OVGP1,0.6126877083333344,0.0010505874391282188
FRMD4A,-0.4689027083333315,0.0010531709518771407
ZNF177,0.435098749999999,0.0010535256272486873
GNAI1,-0.6630679861111126,0.0010611512631848138
FBXL20,-0.2734963194444431,0.001065055323846202
FAM110A,-0.44989652777777955,0.0010719432886094546
OTX1,1.186782986111111,0.0010752923632400295
PLA2G5,1.0516380555555562,0.0010755984475296142
FLJ11235,0.40837083333333357,0.0010825397904502155
KLHDC1,0.3308038194444425,0.0010896812934014088
CLK4,0.27888743055555487,0.001093710621151521
HCRTR2,-0.2842622916666667,0.001095250125089467
XPNPEP1,-0.19284125000000074,0.0011017333997486965
SEMA4G,-0.4905728472222233,0.0011109686495726228
PI16,1.17890902777778,0.0011129963892451843
OLFM4,0.8871515277777782,0.0011138115261791555
CCNJ,-0.3283138194444426,0.0011168640364506341
GOLGA8B,0.7871797222222217,0.0011194179824436754
WNT7B,-1.0670723611111121,0.0011215604662622209
PABPC1,-0.2334356249999967,0.0011416064759953888
PRPF31,0.2411677777777772,0.0011425635356496688
HMGA1,-0.49130215277777545,0.00115172011852262
COL28A1,1.2033957638888921,0.0011582921297584238
PPRC1,-0.3357194444444449,0.0011688884447008203
C10orf120,-0.08413541666666667,0.0011718378179135834
CRIP3,0.7098772222222234,0.0012012177601685137
SHPK,0.2307972916666685,0.0012238648092655505
SCGB1D2,1.2029059722222217,0.001231421645625403
TSPAN15,-0.41162277777777767,0.0012555974314128354
C14orf86,0.686284861111111,0.001284105596869778
MEIS1,0.5756170138888876,0.0012879333352885769
IQCG,0.482379861111113,0.001292280717695017
ZNF208,-0.8416629166666667,0.0013021480022194743
ARHGAP28,-0.9319793055555552,0.0013054472927100439
ZNF571,0.3106162500000007,0.0013087636870523945
EFNA5,0.8773810416666663,0.0013107033347456503
RSU1,-0.23316909722222512,0.0013142867868018006
ZNF626,0.3415268055555547,0.001317321390455514
LMX1A,-0.3237228472222222,0.001320236664209414
PTPN1,-0.22874333333333396,0.0013245108501425465
GSX2,1.2063768749999997,0.00132589351969562
PRDXDD1P,0.4000834722222226,0.0013296940721488312
CYP3A5,0.9278600000000004,0.0013357442413764894
SLC38A3,0.5509306249999995,0.0013357863421772371
A2LD1,0.5643769444444438,0.0013363417381687364
MGC2752,0.24634861111111306,0.001340226572242011
INHBB,0.5365769444444428,0.001340339682515049
SOCS2,0.9201847916666654,0.0013544192079290572
ZDHHC23,0.7056418750000013,0.001359892942924226
MAOB,0.7620491666666673,0.0013620397632826064
CARD8,0.22206437499999865,0.0013643276876441986
MAGEC1,-0.4668421527777777,0.0013681679000315551
MYH13,-0.110953125,0.0013690130209287887
NXN,-0.491126805555556,0.0013816739992084293
C2orf63,0.362581111111111,0.0013825692200955442
GSDMD,0.5518088194444442,0.0013848187182523063
GRAMD1C,0.4541165277777788,0.0013940066630991556
SLC9A11,0.7223209027777775,0.0013944267724813185
HOXD11,1.1483511111111095,0.0014001346662399206
FMN2,0.36731319444444566,0.0014076998033117493
TSTD1,0.9234779861111111,0.0014200976628646889
CAB39L,0.4129468055555563,0.0014313229206338004
TMEM231,0.5038980555555561,0.0014487701994787042
CLYBL,0.4093099999999996,0.0014491372848304959
ZNF716,-0.3043420138888889,0.001449782901388529
SFRS5,0.3000890972222212,0.001453098005859546
VOPP1,0.9820027083333276,0.0014569162353758247
SHOX2,0.7338561805555566,0.0014581523511145984
ABCD2,0.6062495833333337,0.0014619563509047347
POLR2J4,0.2739764583333315,0.0014698937777619704
OSBPL3,0.44808770833333256,0.001479983015205338
HOXB4,1.4336513888888902,0.0014804436495927914
OPLAH,0.7178593749999997,0.0014831625601954591
BEND4,-0.9505042361111116,0.0014944750523966889
CDH19,-1.2529979861111107,0.0014973403164130197
TOM1L1,0.7267488194444445,0.001500077481486409
METT11D1,0.2992275000000042,0.001503886951416441
ADO,-0.22538673611111193,0.0015063013548703157
MAT2A,0.26252340277777897,0.001506442991412551
CIRBP,0.33041923611110846,0.001517055433531824
CCDC130,0.3079061111111123,0.0015178093132721055
GPBAR1,-0.43957277777777737,0.0015244907986681708
ZNF235,0.2758981944444452,0.0015315640505767308
NBPF4,-0.1925518055555555,0.001534562145228347
FLJ23867,-0.4282254861111099,0.00153827422975521
FAM22A,-0.7556261805555557,0.0015678444497675454
LOC147727,0.343086111111111,0.0015697017777287596
CCDC159,0.2991405555555575,0.001570408352821227
PRSS50,0.725934791666667,0.0015739309891607005
CELA2B,-0.058996875000000004,0.0015820442264879544
CHST10,0.2506957638888885,0.0016048896115948164
POLR3D,-0.3028696527777779,0.0016074584911881346
SLC4A5,-0.32552048611110873,0.0016113011676245205
TNIP2,-0.2349768749999992,0.001613197990863511
ATP6V0A4,-1.050262430555556,0.0016133546171592027
ZNF772,0.2748093055555554,0.0016180623983074185
DCTD,0.22209993055555444,0.0016201152413997805
THRSP,0.6234375694444443,0.0016328617847103622
COL23A1,1.210265486111112,0.001634811576853091
SLC1A3,0.46851631944444705,0.001642154090351602
ODZ1,0.9325613194444431,0.001642984977814398
RBP1,0.6936809722222215,0.0016451236698133659
DFNB59,0.4936554166666651,0.001651123153937467
ADAM33,0.9492480555555538,0.0016539513970791366
PDE3B,-0.541103402777777,0.0016569103451780998
LRIT3,0.5846410416666674,0.0016600070039417916
PFKP,-0.3840155555555569,0.0016680821327216672
C5orf38,-1.4408574305555562,0.0016686620453471017
GRAMD3,0.48443590277777737,0.001676419977809663
CLCC1,0.16501097222222327,0.001684352951618954
IFT80,0.268226805555555,0.0016923353515876814
POLR3A,-0.27868680555555514,0.0016938019797142383
ALDH1B1,-0.33421152777777685,0.0017028635332472346
YME1L1,-0.17614277777777687,0.0017073165702284176
BYSL,-0.31009944444444315,0.0017136394415614444
TAPBPL,0.39882090277778026,0.001721937337544529
DLEC1,0.9710756249999992,0.0017264841656298845
GDNF,-0.5059798611111112,0.0017282213796411853
DMRTA2,1.1852888888888904,0.0017362166019167732
ZNF695,-0.8943915277777785,0.0017485261296979226
FAM108C1,0.3835159722222219,0.0017563301457583181
SFRS11,0.2402278472222239,0.0017676649305624099
LRGUK,0.6910854861111115,0.001772024649655106
GAB3,0.42482729166666555,0.0017904970488441772
SLC26A4,0.6538981944444435,0.0017913989207535435
PVRL1,-0.555419791666667,0.00180698948935599
IL19,-0.13741083333333334,0.0018078912473442842
GBAS,0.882297361111112,0.0018134156028978476
HOXD10,1.1638464583333352,0.001823140982113003
ELP4,0.23757937499999926,0.0018293309468597903
GMPR,0.624846805555558,0.0018301079915108967
ART3,0.8798609722222226,0.001835621788885098
MURC,-0.5840568749999995,0.0018496406477869565
CDC14A,0.2930413194444439,0.0018518913950875987
ZNF230,0.26993124999999996,0.0018612827160023363
DOM3Z,0.2884796527777791,0.0018880610051026242
GOLGA2B,0.7969347222222227,0.0018963424083980772
SRC,-0.38399874999999817,0.001898834151963705
C10orf46,-0.19854861111111077,0.0019048165940630459
CNTD2,0.7453354166666677,0.0019089228824842126
ZNF470,0.3098857638888912,0.0019192358375799729
NEB,0.677985416666667,0.0019193962515816434
TGFB2,0.6602368749999972,0.0019231508914143353
SERINC5,-0.7635161805555564,0.0019284044721555114
TGM5,1.099653194444444,0.001932385678381489
ZNF607,0.25751909722222077,0.0019383515022392613
GARS,-0.22497097222221996,0.001942048294030713
SELV,0.8449706249999993,0.0019537107244673828
TMIE,0.9885090972222219,0.0019559009549362807
CXorf49B,-0.07983541666666667,0.001965323856090203
CASC1,0.829112430555556,0.00197047581088539
PI4K2A,-0.243327847222222,0.0019713617394721806
SEC24C,-0.20252868055555417,0.001980499632781918
VWA3A,1.2482003472222223,0.001986323463601264
ALOX12P2,0.8594681250000011,0.001994306478881839
HEATR4,0.6525629861111109,0.002005488223720752
PHLDA1,-0.48162458333333014,0.0020157436666296638
IL17D,0.5597227777777807,0.0020249093707489837
EDA2R,0.751477708333331,0.0020342928400808925
FAM55C,-0.31957944444444486,0.002042444978184406
ICA1L,0.3197456944444479,0.002043823459181202
LOC400891,0.907825486111111,0.0020556448797849577
RTKN,-0.36711215277777853,0.0020661029712201943
ZNF304,0.2463736111111121,0.002066899443075535
C21orf63,0.4895038194444439,0.0021086248059410412
KIF21A,0.40665583333333366,0.0021204485571104975
VDAC2,-0.2220824999999973,0.002125923319535659
ZNF20,0.28319652777777815,0.002131330550664847
ISL1,-0.43326958333333343,0.0021319435283707615
LRRC46,0.5908656250000002,0.0021388166559959047
DCLK1,0.5373627777777763,0.0021418119137194135
NPNT,1.0336856944444452,0.0021484449881817623
LOC400927,0.42626194444444554,0.00214854292992252
SLC16A7,-0.7226604861111112,0.0021600709695043865
TRIM48,-0.6180927083333334,0.0021706959679026016
STAMBP,-0.1934463888888871,0.002180123917330461
CDC42SE1,-0.18161736111111004,0.0021886895718798978
