Gene,Log2FoldChange,PValue,FDR
HRG,0.0678426388888889,0.10967472473905666,0.4584743968466625
SNORA63,-0.3710701388888886,0.10973796063897748,0.4586412215481074
DDX19A,0.103134374999998,0.10982194266032295,0.4586441109387912
KIAA2022,-0.6317184027777776,0.10983196715665458,0.4586441109387912
SRPR,-0.1082454861111124,0.1098108227308462,0.4586441109387912
LRRC6,0.3194594444444432,0.10981817114974753,0.4586441109387912
CALCB,-0.37557840277777776,0.10986081290073522,0.4586671441130717
XIAP,0.08781291666666746,0.11013894545165512,0.4593406167966779
NPRL3,-0.12297847222222202,0.1101301533084581,0.4593406167966779
C9orf40,0.16665666666666645,0.11005262480078348,0.4593406167966779
CATSPER2,0.2537902777777772,0.1100802813365759,0.4593406167966779
TFDP2,-0.17738465277777848,0.11012511800775311,0.4593406167966779
SH3GL2,-0.5419539583333348,0.1102152651884211,0.45936657061784164
GTPBP3,0.18927826388888924,0.11019767787228209,0.45936657061784164
C19orf70,0.19580666666666602,0.11021283590670534,0.45936657061784164
CPA1,0.420063888888889,0.11039096989035979,0.45961123862025904
INSL3,-0.24910270833333303,0.11043903410861973,0.45961123862025904
TWIST2,-0.3976906944444445,0.1104609919878293,0.45961123862025904
LOC723809,-0.20346937499999984,0.11045955879646781,0.45961123862025904
SFI1,0.17818562500000112,0.110439197719347,0.45961123862025904
KBTBD10,0.21923284722222114,0.11039278603078723,0.45961123862025904
UBXN7,-0.21304798611111142,0.11044260539912668,0.45961123862025904
KDM5C,-0.18214145833333362,0.11043020761473583,0.45961123862025904
SPHKAP,-0.5458953472222223,0.1106361723357506,0.46023480900558256
AP2B1,-0.09127062500000349,0.11065767762814795,0.46023480900558256
GRIP1,-0.43085451388888885,0.11072422131544261,0.460414169006261
OR52K2,0.06637319444444445,0.11087098575755899,0.460416675824841
WDR3,-0.11574590277777652,0.11091217582433607,0.460416675824841
MOCS2,0.14615368055555678,0.11088260665619529,0.460416675824841
KCTD7,0.1531056249999967,0.1107750661288818,0.460416675824841
C14orf176,0.238357777777777,0.11081548005723971,0.460416675824841
YIPF4,-0.09432847222222307,0.11082958193671232,0.460416675824841
TAF4B,-0.19764152777777788,0.11091155008260613,0.460416675824841
MSL3,0.13348347222222223,0.1108579022249032,0.460416675824841
SMCR7L,-0.12315715277777883,0.11103525841141601,0.46073304777721374
TNK2,-0.26992104166666486,0.11102343496225484,0.46073304777721374
CTTNBP2,-0.2643729861111108,0.11117978308433459,0.46120159914569653
YBX1,-0.1464512500000037,0.11119509562312317,0.46120159914569653
SAP30,-0.1368421527777759,0.1112635574513701,0.46129091933655336
SPDYA,0.20121291666666608,0.1112506461724848,0.46129091933655336
MCOLN3,0.4826165277777772,0.11128808938713078,0.4612953483767639
SLC22A20,-0.24824694444444462,0.11141988089111349,0.4617442787350951
CDK8,-0.14050430555555593,0.1115839901123561,0.4619375122360331
LOC100216545,0.2217967361111084,0.11156294985506021,0.4619375122360331
NOTO,-0.060761527777777796,0.11152683641500066,0.4619375122360331
LOC645332,0.13139041666666706,0.11153081777959689,0.4619375122360331
STARD4,0.1975679166666655,0.1115760547640594,0.4619375122360331
KPNA2,-0.14665659722222024,0.1117420075723398,0.4623969414591035
DCUN1D3,-0.12136284722222346,0.11173073878697232,0.4623969414591035
GBP1,0.3296695138888879,0.11185774888214886,0.4627784812758936
COL21A1,0.6978675694444441,0.11206099007625457,0.46342428794681634
TULP2,0.3109438194444445,0.11204450779939434,0.46342428794681634
APOA1,-0.2752222916666667,0.11240833978259547,0.46436779849688464
SNX31,0.5746333333333333,0.11246158943905356,0.46436779849688464
SYT10,-0.1393082638888889,0.11252280631552679,0.46436779849688464
GNG8,-0.2078815277777778,0.11231695003493174,0.46436779849688464
AFF1,0.16942840277777904,0.11248659512444754,0.46436779849688464
FEN1,-0.18850666666666882,0.11246761277610492,0.46436779849688464
ALG13,0.11826319444444522,0.11237346581175779,0.46436779849688464
FGD4,0.1871339583333338,0.11236697282842807,0.46436779849688464
RPL23P8,-0.2390466666666664,0.11245561944343915,0.46436779849688464
AK3L1,0.2914743055555533,0.1125253403885635,0.46436779849688464
SAP30BP,0.11845152777777734,0.11255271843301744,0.46438330417484214
DKFZp761E198,-0.1792600000000002,0.11258871515397349,0.4643989040725104
ASAP1IT1,-0.09946243055555556,0.11260374240659496,0.4643989040725104
PDCD5,0.11435444444444265,0.11268840560902608,0.4646505986311772
C3orf42,0.22035201388888837,0.11271637194909927,0.46466845722778183
RAPGEF5,-0.29494951388888957,0.1127491264471831,0.4647060431764402
LYZL2,0.06890881944444445,0.11297791741521071,0.4655432110853542
ST3GAL3,0.1051294444444455,0.11299960342315922,0.4655432110853542
KCNIP1,0.4803482638888905,0.11306920934334284,0.4656348252388187
TMEM72,-0.094245,0.11306613239996127,0.4656348252388187
CCDC114,0.32087708333333254,0.11332060517628216,0.46604793148846385
PHF16,-0.21136284722222154,0.11330164096477718,0.46604793148846385
NCRNA00201,0.3304025000000017,0.11333546085688433,0.46604793148846385
ADRM1,-0.10303409722222234,0.11323920729184962,0.46604793148846385
ARID3B,0.206185416666667,0.11325188867952553,0.46604793148846385
TRIM65,0.1407790972222216,0.11331778684347187,0.46604793148846385
TMEM45B,0.3756660416666673,0.11319929224116826,0.46604793148846385
MRPL44,-0.1219401388888901,0.1133721477105059,0.46609097256650395
LOC649330,0.16580944444444468,0.11339334291890073,0.46609097256650395
TCAP,0.2744476388888888,0.11351074227585564,0.46614331586231156
CAPS,0.4097506944444458,0.11353153783070716,0.46614331586231156
PPIE,0.101995972222225,0.11350029003661359,0.46614331586231156
PTGDR,0.33823951388888873,0.11343750674841528,0.46614331586231156
CGB1,-0.024229166666666666,0.11346907233277055,0.46614331586231156
OAZ3,-0.2349874999999999,0.11354833874184181,0.46614331586231156
NUCB1,0.13408805555555503,0.11362412238938091,0.46635704513052795
LYPLAL1,0.19148402777778095,0.11367075400619835,0.46645105901938205
SLC19A1,-0.1573709722222194,0.11373146589843489,0.46660280040968904
NID2,-0.3044614583333338,0.11393331340768253,0.4673333906937281
HIST1H2BG,-0.33090611111111157,0.11418121323190727,0.4682525348642672
SHMT2,-0.18092729166666643,0.11435289515550995,0.4684522407609302
LOC285733,-0.13829562499999998,0.11440155788220104,0.4684522407609302
TUBB,-0.16961631944444733,0.11442053205157614,0.4684522407609302
CNKSR3,-0.2237530555555578,0.11432640965210998,0.4684522407609302
OOEP,0.11324138888888893,0.11431548243765631,0.4684522407609302
NOV,-0.40365798611110915,0.11433077076773471,0.4684522407609302
SLK,-0.16627069444444764,0.11437682077623237,0.4684522407609302
GLT8D1,0.09686270833333488,0.11430028438179773,0.4684522407609302
GARNL3,-0.20069527777777996,0.1145379535753712,0.4687508505047621
IVD,0.12611395833333106,0.11454115390767433,0.4687508505047621
TESK1,-0.15256145833333434,0.11460059239011607,0.46889649248484533
AIM2,-0.44698229166666703,0.11464467190261025,0.4689792446120095
NANOG,0.19435840277777783,0.11469737722079384,0.46900941746409947
KIAA1383,0.17550611111111358,0.11472361589953481,0.46900941746409947
MUT,0.11160083333333226,0.11471811418322077,0.46900941746409947
TIGD4,0.20339604166666625,0.11476300562307229,0.4690729086381707
CHPF,-0.22409527777777605,0.11482028073086999,0.4692094614776354
C9orf98,0.319263888888889,0.11485439396019405,0.4692513269446
C1orf173,0.48460020833333495,0.11512712716791894,0.46958492118698886
ORAOV1,0.11577548611111244,0.11505633099615546,0.46958492118698886
CHRNA6,0.39071319444444397,0.1149938456808106,0.46958492118698886
CCDC94,0.13864527777777624,0.11506390065442901,0.46958492118698886
SCN4B,-0.3794259722222222,0.11507877064021181,0.46958492118698886
SLC2A13,-0.2444107638888866,0.11498280795618955,0.46958492118698886
HR,-0.37287034722222234,0.11510971721678921,0.46958492118698886
ANGPTL3,-0.09957347222222226,0.1150990045118157,0.46958492118698886
TUBG2,0.16986562500000169,0.1153633889034146,0.46984301349031954
MRPL53,-0.15670298611110844,0.11523894289532317,0.46984301349031954
HMGXB4,-0.13165138888888883,0.11531878930826449,0.46984301349031954
UGT1A10,-0.04939895833333333,0.11534993471306366,0.46984301349031954
SHE,0.239768402777778,0.11525624408194525,0.46984301349031954
ACSL1,-0.25082604166666833,0.11538159049497776,0.46984301349031954
TPSB2,-0.4822020138888887,0.11531799563978166,0.46984301349031954
SHISA7,-0.5891756249999966,0.11532073231184908,0.46984301349031954
CD5L,-0.5339994444444449,0.11547082940011379,0.4699144081983517
LMO2,0.22789611111111263,0.11546806758818626,0.4699144081983517
RAB41,0.2026663194444449,0.11542686715425397,0.4699144081983517
PEA15,-0.15590131944444074,0.11561473125176307,0.47003365079750137
TFF1,-0.025471875,0.11566929890264557,0.47003365079750137
SDHAP1,0.18707395833333518,0.11569884419297503,0.47003365079750137
MESDC1,-0.15290326388888964,0.1155885376617274,0.47003365079750137
DLGAP1,-0.35439270833333225,0.11570411877428391,0.47003365079750137
SCGB3A1,-0.2656127083333333,0.11557635959741998,0.47003365079750137
AACSL,-0.18760361111111112,0.11576311989631238,0.47003365079750137
POU2AF1,0.3728182638888886,0.11572661020635101,0.47003365079750137
FAM168A,-0.2915379166666696,0.11574875720392108,0.47003365079750137
MAST2,-0.16250562500000143,0.11564937423950092,0.47003365079750137
SH3PXD2A,-0.2907443750000027,0.11563243938619994,0.47003365079750137
UPK3A,0.5734727777777773,0.115820092081248,0.470134743402422
PEPD,0.13436479166666437,0.11585442962688264,0.470134743402422
VAX2,-0.31943354166666627,0.11585975746616146,0.470134743402422
ZBTB48,0.13163319444444355,0.11589161034649254,0.4701669540676936
SLC36A2,-0.06764368055555556,0.1159696993624503,0.47038669062632
C2orf67,0.11182923611111129,0.1160527726538471,0.47062654916968527
PRPH2,0.34095215277777813,0.11611639098631714,0.47069036016309174
GUCA2A,-0.03231409722222223,0.1161157889979906,0.47069036016309174
TMEM106C,0.22574270833333543,0.11617105237901272,0.47081486080630597
SOCS1,0.31749833333333477,0.11632996714375834,0.47116764597876276
NARG2,0.11159680555555518,0.11637315031849985,0.47116764597876276
FAM133B,0.17392715277777615,0.11637792924073612,0.47116764597876276
HOXD13,0.7796127777777766,0.11628791701628143,0.47116764597876276
SRCIN1,-0.38977479166666473,0.1163702153979108,0.47116764597876276
AHDC1,0.2492476388888889,0.1164739140010645,0.4713275362034906
CYB5D2,0.16063097222222034,0.11648934376463688,0.4713275362034906
CDSN,0.45173756944444365,0.11644190565431305,0.4713275362034906
SLIT2,-0.5875122222222231,0.1165989960611777,0.471674128099332
FOXD4L5,-0.12681604166666663,0.11663610339122117,0.47172717397066616
POPDC2,0.14658506944444571,0.11678899777136327,0.47193433317523015
ATF6,-0.10269548611110935,0.11674512922693164,0.47193433317523015
CNTN6,-0.40607451388888904,0.11674279911335862,0.47193433317523015
TSKS,-0.21285694444444458,0.11680734818060376,0.47193433317523015
ZNF684,0.1438713888888863,0.11679874043058809,0.47193433317523015
CSNK2A1P,-0.1816521527777777,0.11683463910781629,0.4719476073268273
BNC1,-0.2726072222222222,0.11688188479997545,0.4720414657287423
ZFP62,0.13454361111111268,0.11704347566363463,0.4723059793815798
UNC5D,0.5517401388888885,0.11703313786067931,0.4723059793815798
SV2A,-0.16571409722222086,0.11702476295400899,0.4723059793815798
LILRA3,-0.3760348611111115,0.11703724170105315,0.4723059793815798
BRE,-0.07879055555555858,0.11714580600195623,0.47262190560198225
LRRC23,0.23427770833333028,0.11717379697590201,0.4726378433619683
KIAA1539,-0.14629284722222202,0.1173181558686395,0.4731230655133236
MAPRE3,-0.15920902777777712,0.11737952837168092,0.4732734880613714
FERMT2,0.18710458333333335,0.11742961579315704,0.4733783568778896
LMO3,0.4772452083333345,0.11763118486021576,0.4739965350177991
NPPC,0.4028890972222221,0.1176283679373665,0.4739965350177991
OTOR,0.5253793749999998,0.11767941808070202,0.4740937212021725
GGNBP1,-0.11523624999999998,0.11774121882455757,0.47424551569162093
MGLL,-0.19608326388889097,0.11785929762359106,0.47432406559868656
LOC400931,0.38649388888888936,0.11788400859563003,0.47432406559868656
CATSPER3,0.23285618055555624,0.1178170327186375,0.47432406559868656
ABCG2,0.2808076388888896,0.1179054785646379,0.47432406559868656
ANKRD39,-0.13563013888888698,0.11783612256443028,0.47432406559868656
SAMHD1,-0.1997800000000023,0.11790437530268548,0.47432406559868656
IHH,-0.2156168055555555,0.11805836112535845,0.4746477259150403
S100A3,0.3484130555555547,0.11803357198009953,0.4746477259150403
CDC16,0.10774472222222364,0.11803718599321644,0.4746477259150403
HBP1,0.1316462499999993,0.11815063102449798,0.47492157144584546
PHOSPHO2,0.18288118055555636,0.11836342849019404,0.4756335712474454
PCK1,-0.36173229166666676,0.11837614771687437,0.4756335712474454
SST,0.5667223611111112,0.11840205287010826,0.47564044941281736
IGDCC4,0.26914055555555727,0.11844130142469604,0.47570091644729806
LOC154822,-0.7223929861111111,0.11849980111847913,0.4757545369668559
CSRNP2,-0.09256722222222358,0.11850305023024889,0.4757545369668559
OR14C36,-0.030109375000000004,0.1186090293150475,0.47608279222822253
LOC390595,0.25072569444444515,0.11864163191970847,0.4761164489776421
WNT5A,-0.2358277777777804,0.11870390278156479,0.47621752289620484
ZNF140,0.1291980555555572,0.11873948612600184,0.47621752289620484
FASTKD2,0.09236506944444578,0.11871605773666706,0.47621752289620484
HIST1H2BJ,-0.3020829166666674,0.1187721439920711,0.47625134629494553
DTX1,0.2713352777777782,0.11880708549710883,0.47629431094477154
CDKL3,0.18477777777778037,0.11886680765200751,0.4764365827601361
ZSCAN10,0.20824645833333333,0.11893457929652011,0.476513924795106
IK,0.0880496527777801,0.11893303538004663,0.476513924795106
TMEM14E,-0.1123509722222222,0.11900218582265963,0.4765345017426101
ZNF560,-0.5462939583333337,0.11900945746379807,0.4765345017426101
ARRDC5,0.2530734027777777,0.11901243151354096,0.4765345017426101
TCF20,-0.21085402777777773,0.11913256834676843,0.4768213138634909
FAM149B1,-0.09752326388888832,0.1191140030359989,0.4768213138634909
YIPF6,-0.1552430555555553,0.11926792094316556,0.47716876795739416
ZNF677,0.19956277777777753,0.11924533489909867,0.47716876795739416
LOC728392,0.22166034722221895,0.1193501959815597,0.4773754090260741
NUDCD2,0.14356590277777492,0.11936813381343746,0.4773754090260741
SLC12A1,0.24763743055555532,0.11939857005123704,0.47740001773587964
RNF149,-0.2806698611111109,0.11947296764508164,0.47760035459583267
LOC389332,-0.3722634722222218,0.11954601606417722,0.4776010314614355
PIGX,0.11694409722222154,0.11950601416632807,0.4776010314614355
CCNDBP1,0.16526840277777843,0.11953757421737628,0.4776010314614355
BAK1,-0.13318486111111305,0.11962202308263635,0.47780759321508137
TMEM66,0.10986791666667095,0.11966991413797311,0.47790178995583005
C17orf75,0.15231166666666685,0.1196948553075699,0.47790431668294564
PES1,-0.1280345138888901,0.11974361889737357,0.47798409024941835
ARHGEF17,-0.19477805555555605,0.11978068421991012,0.47798409024941835
NT5C1B,-0.1838140972222222,0.1197877727700348,0.47798409024941835
SERPINE2,-0.22411236111111066,0.11986100997922827,0.47798528523156747
HSD17B1,0.20273291666666804,0.11985478012290131,0.47798528523156747
SLC33A1,0.11521173611111202,0.1198406021665249,0.47798528523156747
USMG5,-0.19401500000000205,0.11994643579928309,0.4782132902304617
USP43,-0.49786909722222195,0.11997460749466195,0.4782132902304617
FIZ1,0.1470718055555551,0.1199911577165243,0.4782132902304617
VEGFC,-0.3196772222222224,0.12008826216831008,0.4784063291244126
HNRNPF,-0.08944736111111062,0.12006974987299152,0.4784063291244126
MKS1,0.09072354166666763,0.12013203734418312,0.4784837630037764
RAC2,-0.2704079861111097,0.1201592468566847,0.47849519813701064
C21orf57,0.14488041666666707,0.12021171182985377,0.4786071799463194
AURKA,-0.23323291666666623,0.1203043713749599,0.4786282719029613
GRK6,-0.11763993055555666,0.12029726061093497,0.4786282719029613
PADI3,-0.15019875000000002,0.12025452225653145,0.4786282719029613
EIF3K,0.14859430555555697,0.12031439062789598,0.4786282719029613
TPP1,-0.18168986111111174,0.12035422394975032,0.4786656488668002
CBY1,0.14525555555555414,0.12037248056955545,0.4786656488668002
HSPB7,0.4159204861111112,0.12050650970966474,0.47910171504388444
SCAMP4,0.12335534722222263,0.12076246620130082,0.4800222574843458
PLD5,0.45466298611111,0.12079928195722507,0.48007153492602483
ELMO3,0.2795232638888896,0.12095531735933564,0.48020628822385675
GRN,-0.1658650694444468,0.12094653982308216,0.48020628822385675
TMEM41B,0.10860062499999934,0.12089316898918602,0.48020628822385675
ZNF645,0.10686166666666666,0.1209079872120421,0.48020628822385675
XPOT,-0.13272604166666646,0.12094505709189138,0.48020628822385675
PHOX2B,-0.24297284722222223,0.12098253549354032,0.48021737286553656
FAM83A,-0.18148166666666676,0.12101296853379044,0.4802412114199273
DCP1B,0.09017847222222031,0.12116818281787475,0.4804488397406351
HSF5,0.1998350694444444,0.12110284040311362,0.4804488397406351
PMP2,0.2922354166666672,0.12115647818218878,0.4804488397406351
C9orf172,-0.27955638888888856,0.1211874769213535,0.4804488397406351
IBSP,-0.7390226388888887,0.1211526199210854,0.4804488397406351
HSD17B7P2,0.35199611111111206,0.12128944758014724,0.480667742641053
MDH1,-0.13501888888889013,0.12129527279474457,0.480667742641053
MEIS2,0.3338650694444425,0.12131603962283342,0.480667742641053
MYH7,0.3964602083333322,0.12162898501033875,0.480841714317969
CDC42BPG,0.4548145138888895,0.1216183066485553,0.480841714317969
GDF1,0.2901401388888889,0.12148657817011624,0.480841714317969
ZNF749,0.17847902777777946,0.1214151967340775,0.480841714317969
ALDH3A1,0.5200136805555546,0.1215867771365198,0.480841714317969
C12orf12,-0.06326041666666667,0.12149439394626345,0.480841714317969
TNIP1,-0.13073083333333457,0.12154217088286307,0.480841714317969
FTSJ1,-0.09569770833333457,0.1214904194084315,0.480841714317969
KIF2A,-0.13799118055555404,0.12145490027290319,0.480841714317969
ARPC2,-0.10463361111110991,0.12160994890826182,0.480841714317969
TRIP12,-0.1009023611111104,0.1215762116334714,0.480841714317969
CCPG1,0.15757444444444424,0.12194879368884244,0.48117688825667687
MDM4,0.31288687500000023,0.12188079463906426,0.48117688825667687
RNASE1,-0.40739631944444454,0.12195851648947205,0.48117688825667687
HDC,0.47913076388888864,0.12183256080107413,0.48117688825667687
HAUS2,0.11549159722222058,0.12194217601360262,0.48117688825667687
GNRHR2,0.12116937500000091,0.12175556511188829,0.48117688825667687
MTNR1A,0.18190638888888888,0.12190410064992782,0.48117688825667687
MICA,0.23600798611110907,0.12192630701796399,0.48117688825667687
MGC87042,-0.3693902083333347,0.1218441131044614,0.48117688825667687
ATRX,0.12701326388888745,0.12191690088252212,0.48117688825667687
ISY1,-0.07963416666666845,0.12198957781533111,0.48120286915116567
PPP2R5A,0.1475365277777776,0.12210300329430228,0.48149628060259575
SIK2,-0.13845173611110972,0.1221226165269295,0.48149628060259575
RTDR1,0.3219384722222216,0.12216079100083187,0.48149628060259575
SNORD94,-0.2413361805555555,0.12216192510914281,0.48149628060259575
OXT,-0.10470493055555555,0.1221994100758336,0.4815474848849246
LASP1,-0.13641944444444398,0.12223349656580768,0.48158527905486553
RALBP1,0.18261388888888952,0.12228070694947156,0.4816747542830316
CSNK2A1,-0.10965124999999887,0.12231294181844572,0.4817052155750487
CBL,-0.1835665277777796,0.12239337397943637,0.4818289412166037
SNW1,0.08729090277777907,0.12238511205061056,0.4818289412166037
PIWIL1,-0.12249166666666664,0.12244766727835008,0.48188565394950755
FAM98C,0.16343069444444502,0.12246873556577578,0.48188565394950755
ANP32A,-0.10769187500000399,0.12248131295959763,0.48188565394950755
ADAM23,-0.21215909722222115,0.1225761527740422,0.4821574021487336
DAB2IP,-0.18355194444444578,0.12259943302856151,0.4821574021487336
SCN5A,-0.40842256944444433,0.12265972644024328,0.4822859089283046
MSMP,0.5072029166666674,0.12268117144203719,0.4822859089283046
MEGF9,-0.14289527777777877,0.12273085250762207,0.4823847581567073
HIST2H2BE,-0.2550670833333335,0.12277160860391971,0.48244849593305245
C4orf29,0.14211624999999817,0.12286294429352763,0.482710928219575
NT5C,0.1273371527777769,0.12302879048567626,0.48278363691584736
FAM19A4,-0.38462284722222195,0.1229833448272063,0.48278363691584736
LOC285696,-0.32309430555555574,0.12301060088840034,0.48278363691584736
CCDC61,0.16197298611111144,0.12293732960411727,0.48278363691584736
CENPW,-0.2570300000000012,0.12298207967040223,0.48278363691584736
EXOC2,-0.10691048611111142,0.12295591898928276,0.48278363691584736
GSTCD,0.13647763888888775,0.1231683576937481,0.4829316408514974
CD79A,0.3432665277777778,0.12319674467361695,0.4829316408514974
NTF4,0.25898798611111107,0.12321389168418673,0.4829316408514974
GPSM1,-0.22144930555555753,0.12320697222072222,0.4829316408514974
SPTBN2,-0.36331250000000104,0.12314381568896848,0.4829316408514974
C9orf173,0.2559276388888886,0.12310450711924899,0.4829316408514974
PSPN,0.22374562500000006,0.12324206826297485,0.4829457967012329
UBAP2L,-0.12213013888888824,0.12328375731576556,0.4830128873710544
OSGEP,0.14057784722222522,0.12334423050188865,0.4830219083021701
SCARNA5,-0.41745104166666636,0.1233542520629518,0.4830219083021701
ATP1A2,0.4151588888888913,0.1233823249572961,0.4830219083021701
TRIM69,0.1988634027777776,0.12338433486742108,0.4830219083021701
ECSIT,0.15315694444444716,0.1234261970139508,0.4830425570138337
DCLK2,0.2580345833333304,0.12343874905582403,0.4830425570138337
PCM1,0.1225804861111115,0.12351548650468994,0.4831085545401765
LUC7L2,0.0999505555555551,0.12352933385928112,0.4831085545401765
ITGB3,-0.3276611805555545,0.12348315297517835,0.4831085545401765
HSPA7,0.375342013888889,0.12357586470790223,0.4831944113280346
TMTC3,0.21935569444444525,0.12377361514286475,0.48387140061815886
CPSF4L,0.16304819444444446,0.1238259617875769,0.48397980293116544
SLC6A9,0.28111006944444483,0.12386552006689786,0.48403818813659544
C2orf79,0.1886870138888881,0.12399476404168638,0.48435069760770005
GRM6,0.31348986111111143,0.12398742631221704,0.48435069760770005
GNG2,-0.22902465277777928,0.12403444304519312,0.484409445822109
APOE,-0.22407805555555527,0.12407093761770646,0.4844557365569233
PCDHGA5,-0.3721252083333324,0.12412090144871689,0.4845545914380012
ZXDB,-0.11936312500000135,0.12418946929408314,0.4846298067331629
GPR85,-0.2345806250000022,0.12418254168317479,0.4846298067331629
DYNC1I1,-0.46132708333333383,0.12424449867779735,0.4847483318129581
ZNF253,0.15613590277777867,0.12427825738458614,0.48478383733749275
ACAD10,0.1372687500000005,0.12432608338297864,0.48486066875632466
KDM4C,-0.14087854166666602,0.12434727832499434,0.48486066875632466
C9orf70,-0.17139743055555556,0.12441305963302955,0.4848787102432859
TMEM132E,-0.4537879166666663,0.12441884386417774,0.4848787102432859
LOC100272216,-0.41491673611111146,0.1245345013345427,0.4848787102432859
CXCL11,0.5225845138888898,0.12454921092210547,0.4848787102432859
ANKRD55,-0.2865116666666663,0.12446762793556283,0.4848787102432859
DVL1,-0.15575576388888734,0.12448916425652824,0.4848787102432859
CAMSAP1,-0.16973993055555603,0.12446917198505557,0.4848787102432859
SNPH,-0.21940395833333248,0.12452300017440078,0.4848787102432859
PDX1,-0.4632392361111112,0.12470305661107002,0.4851487104173345
HEG1,0.22317729166666922,0.12466872229309067,0.4851487104173345
NUDT9P1,-0.2391147222222223,0.1246486326917975,0.4851487104173345
ACAD9,0.06844298611111377,0.12471727275936971,0.4851487104173345
ATL1,-0.15834930555555538,0.12493751296736508,0.4852373577515602
CHST15,-0.18480611111110967,0.12493234519722785,0.4852373577515602
SRXN1,-0.16643604166666393,0.12486852069907639,0.4852373577515602
ZNF479,-0.09721395833333335,0.12489370242376488,0.4852373577515602
YIPF2,0.13106076388888965,0.1248055410446292,0.4852373577515602
RASAL2,-0.1645412499999992,0.12479480912105852,0.4852373577515602
NAPSB,0.42276534722222436,0.1248192779720695,0.4852373577515602
KDM4DL,-0.07915930555555559,0.12488905249963865,0.4852373577515602
APLP1,-0.26908958333333644,0.12498454530458043,0.4853241478743929
LPCAT3,0.1370900000000006,0.1250174207555347,0.48535594234869917
LIPG,0.36437930555555464,0.1251695739557747,0.4857548014154225
GPR180,-0.1650956249999984,0.12515562180365672,0.4857548014154225
TMEM161B,0.10899694444444386,0.12519876692794765,0.485772204026732
HAUS4,0.15474576388888828,0.12522719266571877,0.48578662348224766
CTSD,-0.18165513888888718,0.12528554378135612,0.48582126050127444
RAB3D,0.15457673611110856,0.12528371959008375,0.48582126050127444
KRTAP27-1,-0.0365,0.12539365938258304,0.48589025767610794
TUBE1,0.1603765972222222,0.1254231951324316,0.48589025767610794
TATDN1,-0.14513236111111105,0.12536246504154439,0.48589025767610794
EGR2,-0.3241233333333309,0.12537167147057024,0.48589025767610794
CCDC150,0.320260208333333,0.12542691036145717,0.48589025767610794
ZSCAN21,0.10574624999999926,0.125455961071672,0.48590705174725607
DCUN1D5,-0.10914902777777691,0.12556285472586673,0.4862252755388103
SELENBP1,0.3944617361111096,0.12566232989509388,0.48640552872323095
CDC25A,-0.29807374999999947,0.12579177726080226,0.48640552872323095
KIAA0196,-0.07804659722222418,0.125663135581425,0.48640552872323095
IL1RAP,0.32638604166666596,0.125744919749455,0.48640552872323095
RNF138P1,-0.15337076388888793,0.12580391964377266,0.48640552872323095
CLIC2,-0.26396631944444593,0.12581960108375612,0.48640552872323095
SNORA16A,-0.1211857638888889,0.12583207116410747,0.48640552872323095
SVIP,-0.30911756944444413,0.12581540316081846,0.48640552872323095
LOC550643,-0.1252768055555542,0.12577847905133432,0.48640552872323095
EML5,0.1752579861111112,0.1260421454434437,0.4868908422478382
CXorf22,0.34231541666666643,0.12605668296243625,0.4868908422478382
STK35,-0.16745604166666617,0.12598581796923075,0.4868908422478382
PODXL2,-0.279983402777777,0.12600902657477026,0.4868908422478382
MIER3,0.11165138888888926,0.12609799769819846,0.4869547504903912
LSG1,0.11585548611111385,0.12616039976523316,0.4870515479410827
IL4I1,-0.29150743055555584,0.12617261107141067,0.4870515479410827
NCRNA00173,0.3469863888888889,0.1262513041502304,0.48706407095465143
ATP6V1B1,0.34838840277777816,0.12661429523300663,0.48706407095465143
DUSP10,0.1632565972222224,0.1262109647540452,0.48706407095465143
C11orf92,0.36595277777777735,0.12644810958384192,0.48706407095465143
MYO7B,0.5248525694444446,0.12637320042688197,0.48706407095465143
PSEN2,0.1328718749999993,0.12649472002605933,0.48706407095465143
KCNH1,-0.5157550694444453,0.1265824624429811,0.48706407095465143
TPP2,-0.13303819444444365,0.12655851395315243,0.48706407095465143
CLOCK,-0.22557854166666758,0.12657544874134133,0.48706407095465143
B4GALT4,0.1170764583333348,0.12648586344025137,0.48706407095465143
NUDT10,-0.32633583333333327,0.1265601963883344,0.48706407095465143
VPS13A,0.17915444444444262,0.12662179382752917,0.48706407095465143
OPN1SW,0.27748583333333254,0.12645937734885215,0.48706407095465143
AGPAT5,0.1353938194444435,0.12655041616247903,0.48706407095465143
ULK4,0.22039104166666856,0.1262691667534494,0.48706407095465143
PCDHGC5,-0.3538118749999999,0.12636827692856303,0.48706407095465143
H1F0,-0.1704566666666647,0.12641012478054092,0.48706407095465143
GLIPR1L2,0.37347743055555505,0.12647241212137716,0.48706407095465143
HILS1,0.5597209722222218,0.1267046760145854,0.4872875450795675
ZNF766,0.1251957638888861,0.12673756571682757,0.4873187056508566
COG5,0.08728638888888796,0.126780830292624,0.4873897386689456
FAR1,0.09622562499999887,0.12681673260734264,0.48743244634611066
LRRTM3,0.3307363888888881,0.12685134962703576,0.48747019813673237
LOC400940,-0.4456498611111108,0.1268863300144536,0.4875093312652253
ARHGAP39,-0.21273027777777997,0.12698464307562304,0.4877917317051092
C1orf194,0.45217333333333265,0.1272373835922334,0.4878684209102836
MYOCD,-0.27936875000000017,0.1271165442415924,0.4878684209102836
TNR,-0.6104876388888885,0.1272527600421126,0.4878684209102836
